scfFolio2,scfConsec2,scfNombre2,scfCodigo2,scfValor2,scfRazon12,scfRazon22,scfRazon32,scfCodErr2,scfRecal2,scfFraude2,inpICCVal2
2353396,1,BC SCORE,7,0728,04, , , , , , 
2353424,1,BC SCORE,7,0629,05,15,31, , , , 
2379266,1,BC SCORE,7,0665,05, , , , , , 
2353458,1,BC SCORE,7,-008, , , , , , , 
2353544,1,BC SCORE,7,0677,28,32,21, , , , 
2353546,1,BC SCORE,7,0700,04, , , , , , 
2353609,1,BC SCORE,7,0712,15,04,28, , , , 
2353518,1,BC SCORE,7,-008, , , , , , , 
2353522,1,BC SCORE,7,0723,04, , , , , , 
2353535,1,BC SCORE,7,0651,28,15,32, , , , 
2353565,1,BC SCORE,7,-009, , , , , , , 
2346952,1,BC SCORE,7,0667,17,16, , , , , 
2353577,1,BC SCORE,7,0667,15,28, , , , , 
2353585,1,BC SCORE,7,0710,04, , , , , , 
2353599,1,BC SCORE,7,0684,04, , , , , , 
2268237,1,BC SCORE,7,-009, , , , , , , 
2353634,1,BC SCORE,7,0654,17,16,15, , , , 
2353650,1,BC SCORE,7,0686,21,29,04, , , , 
2353653,1,BC SCORE,7,0669,17,16,31, , , , 
2353696,1,BC SCORE,7,0638,28,18,13, , , , 
2378552,1,BC SCORE,7,-009, , , , , , , 
2353712,1,BC SCORE,7,0623,28,17,15, , , , 
2353800,1,BC SCORE,7,0692,28, , , , , , 
2353760,1,BC SCORE,7,0732,04, , , , , , 
2354003,1,BC SCORE,7,0709,21,04,28, , , , 
2353853,1,BC SCORE,7,0668,05,28, , , , , 
2354050,1,BC SCORE,7,0729,04, , , , , , 
2354037,1,BC SCORE,7,-009, , , , , , , 
2353945,1,BC SCORE,7,0710,21,04, , , , , 
2353920,1,BC SCORE,7,0623,15,17,21, , , , 
2353940,1,BC SCORE,7,0717,28,04, , , , , 
2354009,1,BC SCORE,7,0671,05, , , , , , 
2354053,1,BC SCORE,7,0697,04,28, , , , , 
2353979,1,BC SCORE,7,0704,04, , , , , , 
2354220,1,BC SCORE,7,0677,17,16, , , , , 
2353994,1,BC SCORE,7,0542,21,28, , , , , 
2354175,1,BC SCORE,7,0628,28, , , , , , 
2354031,1,BC SCORE,7,0673,13,04, , , , , 
2354071,1,BC SCORE,7,0669,04,09, , , , , 
2352703,1,BC SCORE,7,0671,04,09, , , , , 
2354213,1,BC SCORE,7,0598,21, , , , , , 
2354073,1,BC SCORE,7,0654,15,05, , , , , 
2354148,1,BC SCORE,7,0715,29,04, , , , , 
2322398,1,BC SCORE,7,0699,15,09, , , , , 
2354176,1,BC SCORE,7,0649,05,32,18, , , , 
2354308,1,BC SCORE,7,0640,17,15,28, , , , 
2354221,1,BC SCORE,7,-008, , , , , , , 
2336334,1,BC SCORE,7,0672,15,16,17, , , , 
2354269,1,BC SCORE,7,0709,15,04, , , , , 
2309584,1,BC SCORE,7, , , , ,03, , , 
2354576,1,BC SCORE,7,0639,15,28,05, , , , 
2354277,1,BC SCORE,7,0698,04, , , , , , 
2352040,1,BC SCORE,7,0670,15,28,04, , , , 
2354317,1,BC SCORE,7,0726,04, , , , , , 
2354624,1,BC SCORE,7,0645,05, , , , , , 
2354320,1,BC SCORE,7,0683,15,04, , , , , 
2354342,1,BC SCORE,7,0604,15,17,28, , , , 
2354372,1,BC SCORE,7,0719,04, , , , , , 
2377449,1,BC SCORE,7,0684,15,28,04, , , , 
2354452,1,BC SCORE,7,0715,04, , , , , , 
2354378,1,BC SCORE,7,0526,07,21, , , , , 
2377454,1,BC SCORE,7,0577,60, , , , , , 
2354459,1,BC SCORE,7,0684,17,31, , , , , 
2354531,1,BC SCORE,7,0706,15,04, , , , , 
2354460,1,BC SCORE,7,0549,17,15,13, , , , 
2297859,1,BC SCORE,7,0597,15,05,28, , , , 
2354518,1,BC SCORE,7,0574,21,31, , , , , 
2354545,1,BC SCORE,7,0575,21,28, , , , , 
2354562,1,BC SCORE,7,0568,17,13, , , , , 
2354580,1,BC SCORE,7,0627,15,05,28, , , , 
2354628,1,BC SCORE,7,0661,17,28,31, , , , 
2354608,1,BC SCORE,7,0630,17,28,09, , , , 
2377612,1,BC SCORE,7,-009, , , , , , , 
2377515,1,BC SCORE,7,0640,32,28,04, , , , 
2377467,1,BC SCORE,7,-009, , , , , , , 
2377459,1,BC SCORE,7,0658,15,28, , , , , 
2377452,1,BC SCORE,7,0640,15,17,28, , , , 
2377462,1,BC SCORE,7,0723,04, , , , , , 
2377508,1,BC SCORE,7,0713,04,28, , , , , 
2377633,1,BC SCORE,7,-008, , , , , , , 
2340538,1,BC SCORE,7,0651,15,28,18, , , , 
2377538,1,BC SCORE,7,0674,05,28, , , , , 
2378263,1,BC SCORE,7,0664,18,28,32, , , , 
2377562,1,BC SCORE,7,0707,51, , , , , , 
2377561,1,BC SCORE,7,0722,04, , , , , , 
2377567,1,BC SCORE,7,0691,04, , , , , , 
2377572,1,BC SCORE,7,0574,17,31, , , , , 
2377573,1,BC SCORE,7,0712,29,04, , , , , 
2377576,1,BC SCORE,7,-008, , , , , , , 
2377935,1,BC SCORE,7,0724,04, , , , , , 
2377629,1,BC SCORE,7,0711,21,04, , , , , 
2377812,1,BC SCORE,7,0657,09,16, , , , , 
2377671,1,BC SCORE,7,0547,28,21, , , , , 
2377674,1,BC SCORE,7,0575,21,28, , , , , 
2377705,1,BC SCORE,7,0680,16,28, , , , , 
2377687,1,BC SCORE,7,-008, , , , , , , 
2377702,1,BC SCORE,7,0644,15,28,09, , , , 
2377712,1,BC SCORE,7,0719,04, , , , , , 
2377725,1,BC SCORE,7,0643,17,28,21, , , , 
2377773,1,BC SCORE,7,0669,17,16,28, , , , 
2377769,1,BC SCORE,7,0628,28, , , , , , 
2377800,1,BC SCORE,7,0534,17,13,28, , , , 
2377819,1,BC SCORE,7,-009, , , , , , , 
2380041,1,BC SCORE,7,0691,15,04, , , , , 
2380041,1,BC SCORE,7,0691,15,04, , , , , 
2378033,1,BC SCORE,7,0710,04, , , , , , 
2378025,1,BC SCORE,7,0694,16,17, , , , , 
2247920,1,BC SCORE,7,0651,17,16,31, , , , 
2268439,1,BC SCORE,7,0576,17,20,31, , , , 
2378061,1,BC SCORE,7,0544,17,13,15, , , , 
2378087,1,BC SCORE,7,0584,21,17,31, , , , 
2378090,1,BC SCORE,7,0711,04, , , , , , 
2378081,1,BC SCORE,7,0533,20,21,28, , , , 
2378113,1,BC SCORE,7,0619,05,28,17, , , , 
2378111,1,BC SCORE,7,0625,15,05,28, , , , 
2378112,1,BC SCORE,7,0488,17,07,05, , , , 
2378144,1,BC SCORE,7,0625,28, , , , , , 
2378142,1,BC SCORE,7,0693,56, , , , , , 
2378179,1,BC SCORE,7,0719,04, , , , , , 
2378206,1,BC SCORE,7,0665,28,05, , , , , 
2377663,1,BC SCORE,7,0696,57, , , , , , 
2261742,1,BC SCORE,7,-008, , , , , , , 
2378285,1,BC SCORE,7,0720,21,04, , , , , 
2378242,1,BC SCORE,7,0667,04,09, , , , , 
2332698,1,BC SCORE,7,0651,28,04, , , , , 
2378312,1,BC SCORE,7,0687,21,32, , , , , 
2378554,1,BC SCORE,7,0677,28,32,21, , , , 
2378439,1,BC SCORE,7,0665,13,32, , , , , 
2378878,1,BC SCORE,7,0550,17,13,15, , , , 
2378420,1,BC SCORE,7,0680,15,28, , , , , 
2378431,1,BC SCORE,7,0668,05, , , , , , 
2378508,1,BC SCORE,7,0641,61, , , , , , 
2378460,1,BC SCORE,7,0687,31,17, , , , , 
2378459,1,BC SCORE,7,0645,13, , , , , , 
2378695,1,BC SCORE,7,0654,28,04, , , , , 
2378520,1,BC SCORE,7,-008, , , , , , , 
2378514,1,BC SCORE,7,-009, , , , , , , 
2378538,1,BC SCORE,7,0687,16, , , , , , 
2378685,1,BC SCORE,7,0700,04, , , , , , 
2378533,1,BC SCORE,7,0690,31, , , , , , 
2378530,1,BC SCORE,7,0674,04,13, , , , , 
2378539,1,BC SCORE,7,-006, , , , , , , 
2378550,1,BC SCORE,7,0733,04, , , , , , 
2378546,1,BC SCORE,7,0669,17,16,31, , , , 
2378544,1,BC SCORE,7,0691,15,21,04, , , , 
2378573,1,BC SCORE,7,0678,15,16,04, , , , 
2378604,1,BC SCORE,7,0705,15,04,28, , , , 
2379545,1,BC SCORE,7,0666,17,21,15, , , , 
2378625,1,BC SCORE,7,0702,15,04, , , , , 
2378638,1,BC SCORE,7,0723,04, , , , , , 
2351818,1,BC SCORE,7,0585,17,15,05, , , , 
2352716,1,BC SCORE,7,0645,15,28,16, , , , 
2378647,1,BC SCORE,7,-009, , , , , , , 
2378662,1,BC SCORE,7,0703,21,04, , , , , 
2378669,1,BC SCORE,7,0668,13,04, , , , , 
2378728,1,BC SCORE,7,0674,15,21,29, , , , 
2378791,1,BC SCORE,7,0711,21,04,28, , , , 
2378785,1,BC SCORE,7,-008, , , , , , , 
2378775,1,BC SCORE,7,0661,13,04, , , , , 
2378774,1,BC SCORE,7,-008, , , , , , , 
2378778,1,BC SCORE,7,0687,28,16,31, , , , 
2378780,1,BC SCORE,7,0673,17,16, , , , , 
2378811,1,BC SCORE,7,0680,15,21, , , , , 
2378843,1,BC SCORE,7,-008, , , , , , , 
2378842,1,BC SCORE,7,0692,16,28,04, , , , 
2378895,1,BC SCORE,7,0724,04, , , , , , 
2378904,1,BC SCORE,7,0640,17,15,16, , , , 
2378918,1,BC SCORE,7,0656,18,32,15, , , , 
2378928,1,BC SCORE,7,0709,15,04, , , , , 
2378943,1,BC SCORE,7,0661,05,32,21, , , , 
2378006,1,BC SCORE,7,0630,15,05,28, , , , 
2260585,1,BC SCORE,7,0721,04, , , , , , 
2379204,1,BC SCORE,7,-008, , , , , , , 
2352109,1,BC SCORE,7,0721,04, , , , , , 
2379028,1,BC SCORE,7,0710,57, , , , , , 
2379049,1,BC SCORE,7,0737,52, , , , , , 
2379091,1,BC SCORE,7,0715,04, , , , , , 
2379095,1,BC SCORE,7,0684,16,31, , , , , 
2379178,1,BC SCORE,7,0543,17,13,28, , , , 
2379159,1,BC SCORE,7,0730,04, , , , , , 
2379472,1,BC SCORE,7,0628,28, , , , , , 
2379224,1,BC SCORE,7,0631,61, , , , , , 
2379304,1,BC SCORE,7,0731,04, , , , , , 
2379381,1,BC SCORE,7,0714,15,04, , , , , 
2346964,1,BC SCORE,7,-009, , , , , , , 
2379425,1,BC SCORE,7,0676,16,31, , , , , 
2379071,1,BC SCORE,7,0511,07,05,21, , , , 
2379343,1,BC SCORE,7,0721,04, , , , , , 
2379390,1,BC SCORE,7,0690,57, , , , , , 
2379403,1,BC SCORE,7,0594,13,15,28, , , , 
2379462,1,BC SCORE,7,0630,17, , , , , , 
2379451,1,BC SCORE,7,0552,17,15,13, , , , 
2379439,1,BC SCORE,7,-009, , , , , , , 
2380062,1,BC SCORE,7,0549,17,15,31, , , , 
2379456,1,BC SCORE,7,0715,29,09,04, , , , 
2379571,1,BC SCORE,7,0715,09,04, , , , , 
2379471,1,BC SCORE,7,0669,18, , , , , , 
2379563,1,BC SCORE,7,0677,17,16, , , , , 
2379646,1,BC SCORE,7,0696,16, , , , , , 
2379522,1,BC SCORE,7,0684,28, , , , , , 
2379547,1,BC SCORE,7,-008, , , , , , , 
2379322,1,BC SCORE,7,0646,17,15,16, , , , 
2380009,1,BC SCORE,7,0614,17,28,31, , , , 
2379846,1,BC SCORE,7,-009, , , , , , , 
2379624,1,BC SCORE,7,0571,17,13, , , , , 
2379779,1,BC SCORE,7,0697,04, , , , , , 
2379796,1,BC SCORE,7,0689,16, , , , , , 
2379792,1,BC SCORE,7,0708,04, , , , , , 
2380086,1,BC SCORE,7,0544,07,21, , , , , 
2379845,1,BC SCORE,7,0664,17,28,31, , , , 
2380106,1,BC SCORE,7,0494,07,05,21, , , , 
2380045,1,BC SCORE,7,0726,28,04, , , , , 
2380068,1,BC SCORE,7,0711,04,28, , , , , 
2380575,1,BC SCORE,7,0677,15,31,04, , , , 
2380035,1,BC SCORE,7,0728,04, , , , , , 
2380085,1,BC SCORE,7,0563,17,13, , , , , 
2380056,1,BC SCORE,7,-009, , , , , , , 
2380075,1,BC SCORE,7,0726,04,28, , , , , 
2380097,1,BC SCORE,7,0537,17,32,31, , , , 
2380117,1,BC SCORE,7,0516,01,15, , , , , 
2380125,1,BC SCORE,7,-008, , , , , , , 
2380129,1,BC SCORE,7,0709,04, , , , , , 
2380134,1,BC SCORE,7,0629,17,09,15, , , , 
2380133,1,BC SCORE,7,0666,28,15,31, , , , 
2380149,1,BC SCORE,7,0693,21,15, , , , , 
2380167,1,BC SCORE,7,0657,15,05, , , , , 
2380182,1,BC SCORE,7,-009, , , , , , , 
2380677,1,BC SCORE,7,0661,13,04, , , , , 
2380194,1,BC SCORE,7,0651,28,04, , , , , 
2380196,1,BC SCORE,7,0687,15,16,04, , , , 
2380205,1,BC SCORE,7,0659,15,28,31, , , , 
2380216,1,BC SCORE,7,-009, , , , , , , 
2380238,1,BC SCORE,7,-008, , , , , , , 
2380449,1,BC SCORE,7,-009, , , , , , , 
2380454,1,BC SCORE,7,0674,17,16, , , , , 
2380581,1,BC SCORE,7,0624,15,17,28, , , , 
2380622,1,BC SCORE,7,0670,17,21,16, , , , 
2248204,1,BC SCORE,7,0625,28,17,15, , , , 
2340153,1,BC SCORE,7,0508,17,05,28, , , , 
2380826,1,BC SCORE,7,0635,61, , , , , , 
2380825,1,BC SCORE,7,-009, , , , , , , 
2380858,1,BC SCORE,7,0652,17,15,31, , , , 
2380816,1,BC SCORE,7,0593,15,28,31, , , , 
2380916,1,BC SCORE,7,-009, , , , , , , 
2380834,1,BC SCORE,7,0500,17,05,28, , , , 
2380902,1,BC SCORE,7,0727,04, , , , , , 
2380888,1,BC SCORE,7,0663,05, , , , , , 
2380973,1,BC SCORE,7,-009, , , , , , , 
2380978,1,BC SCORE,7,0712,04, , , , , , 
2381139,1,BC SCORE,7,0588,17,05,15, , , , 
2381006,1,BC SCORE,7,0657,17,16,28, , , , 
2381037,1,BC SCORE,7,0718,04, , , , , , 
2317575,1,BC SCORE,7,0649,05,28, , , , , 
2381134,1,BC SCORE,7,0622,28,17, , , , , 
2381139,1,BC SCORE,7,0588,17,05,15, , , , 
2381170,1,BC SCORE,7,0708,16,04, , , , , 
2381211,1,BC SCORE,7,0578,21, , , , , , 
2381487,1,BC SCORE,7,0557,21,07, , , , , 
2381367,1,BC SCORE,7,0653,13,31, , , , , 
2381295,1,BC SCORE,7,0724,04,28, , , , , 
2381897,1,BC SCORE,7,0702,15,04, , , , , 
2381290,1,BC SCORE,7,0543,17,31,28, , , , 
2381330,1,BC SCORE,7,0690,15,28, , , , , 
2381349,1,BC SCORE,7,-009, , , , , , , 
2381428,1,BC SCORE,7,0562,17,13, , , , , 
2381436,1,BC SCORE,7,0685,04,13, , , , , 
2382034,1,BC SCORE,7,0563,17,13, , , , , 
2381452,1,BC SCORE,7,-009, , , , , , , 
2381463,1,BC SCORE,7,0682,15,21, , , , , 
2381496,1,BC SCORE,7,0645,13, , , , , , 
2381467,1,BC SCORE,7,0693,15,04,28, , , , 
2381492,1,BC SCORE,7,-009, , , , , , , 
2381641,1,BC SCORE,7,0480,01,13, , , , , 
2381513,1,BC SCORE,7,0648,28,05,32, , , , 
2381508,1,BC SCORE,7,0729,04, , , , , , 
2383904,1,BC SCORE,7,0648,15,28, , , , , 
2381519,1,BC SCORE,7,0647,28,13,04, , , , 
2381517,1,BC SCORE,7,0709,28,04, , , , , 
2381528,1,BC SCORE,7,0681,16,17,04, , , , 
2382106,1,BC SCORE,7,-009, , , , , , , 
2381665,1,BC SCORE,7,0720,21,04, , , , , 
2381614,1,BC SCORE,7,0683,17,16, , , , , 
2381615,1,BC SCORE,7,0630,28, , , , , , 
2381619,1,BC SCORE,7,0578,21, , , , , , 
2381635,1,BC SCORE,7,0657,18,04, , , , , 
2381652,1,BC SCORE,7,0720,04, , , , , , 
2381643,1,BC SCORE,7,-009, , , , , , , 
2381761,1,BC SCORE,7,0680,13,04, , , , , 
2382865,1,BC SCORE,7,0695,18, , , , , , 
2381706,1,BC SCORE,7,0688,04, , , , , , 
2381760,1,BC SCORE,7,0701,15,04, , , , , 
2381734,1,BC SCORE,7,-008, , , , , , , 
2381772,1,BC SCORE,7,0655,13,04,18, , , , 
2381794,1,BC SCORE,7,0651,13, , , , , , 
2381833,1,BC SCORE,7,0622,28,17,21, , , , 
2381892,1,BC SCORE,7,-009, , , , , , , 
2381916,1,BC SCORE,7,0697,15,29,09, , , , 
2382183,1,BC SCORE,7,0687,04,09,13, , , , 
2382150,1,BC SCORE,7,0508,13,01, , , , , 
2381848,1,BC SCORE,7,0677,28, , , , , , 
2382536,1,BC SCORE,7,0631,09,17,15, , , , 
2382041,1,BC SCORE,7,0668,05,32,21, , , , 
2262486,1,BC SCORE,7,0562,17,13, , , , , 
2382085,1,BC SCORE,7,0693,15,04, , , , , 
2382654,1,BC SCORE,7,0650,13,20, , , , , 
2382098,1,BC SCORE,7,0584,21,17,31, , , , 
2382103,1,BC SCORE,7,0707,04, , , , , , 
2382122,1,BC SCORE,7,-008, , , , , , , 
2382126,1,BC SCORE,7,0635,61, , , , , , 
2382152,1,BC SCORE,7,0572,28,21, , , , , 
2382167,1,BC SCORE,7,-008, , , , , , , 
2382189,1,BC SCORE,7,-008, , , , , , , 
2382554,1,BC SCORE,7,0661,15,05, , , , , 
2382214,1,BC SCORE,7,0650,05,28, , , , , 
2382715,1,BC SCORE,7,0650,05,28, , , , , 
2382280,1,BC SCORE,7,0705,29,28,04, , , , 
2382295,1,BC SCORE,7,0691,21,15,28, , , , 
2382297,1,BC SCORE,7,0703,56, , , , , , 
2382308,1,BC SCORE,7,0673,15,28,04, , , , 
2382325,1,BC SCORE,7,0710,21,04, , , , , 
2382356,1,BC SCORE,7,-008, , , , , , , 
2382402,1,BC SCORE,7,0675,05,31,21, , , , 
2382504,1,BC SCORE,7,0665,15,28,16, , , , 
2382526,1,BC SCORE,7,0505,17,05,28, , , , 
2382533,1,BC SCORE,7,0687,05, , , , , , 
2382528,1,BC SCORE,7,0699,04,28, , , , , 
2382559,1,BC SCORE,7,0674,21,15, , , , , 
2335787,1,BC SCORE,7,0686,15,04, , , , , 
2382571,1,BC SCORE,7,0631,17,15,16, , , , 
2382765,1,BC SCORE,7,-009, , , , , , , 
2382705,1,BC SCORE,7,0686,15,29,28, , , , 
2382633,1,BC SCORE,7,0644,17,21,31, , , , 
2382639,1,BC SCORE,7,0650,17,16, , , , , 
2381298,1,BC SCORE,7,0663,28,15,18, , , , 
2383461,1,BC SCORE,7,0641,05, , , , , , 
2382660,1,BC SCORE,7,-008, , , , , , , 
2382106,1,BC SCORE,7,-009, , , , , , , 
2382699,1,BC SCORE,7,0578,21, , , , , , 
2383264,1,BC SCORE,7,0653,15,28,05, , , , 
2382753,1,BC SCORE,7,0682,15, , , , , , 
2382823,1,BC SCORE,7,-008, , , , , , , 
2382611,1,BC SCORE,7,0578,21, , , , , , 
2382917,1,BC SCORE,7,0657,15,05, , , , , 
2382946,1,BC SCORE,7,0631,15,17,16, , , , 
2383103,1,BC SCORE,7,-008, , , , , , , 
2382844,1,BC SCORE,7,0720,04, , , , , , 
2383594,1,BC SCORE,7,0656,05,28, , , , , 
2383326,1,BC SCORE,7,0727,04, , , , , , 
2382910,1,BC SCORE,7,0669,04,18, , , , , 
2332700,1,BC SCORE,7,0678,17,28, , , , , 
2382940,1,BC SCORE,7,-009, , , , , , , 
2382960,1,BC SCORE,7,0714,04, , , , , , 
2382984,1,BC SCORE,7,0659,28,32,18, , , , 
2383014,1,BC SCORE,7,0714,15,04,28, , , , 
2382988,1,BC SCORE,7,0722,04, , , , , , 
2383095,1,BC SCORE,7,0721,04, , , , , , 
2383512,1,BC SCORE,7,0671,17,16,15, , , , 
2383069,1,BC SCORE,7,0684,04, , , , , , 
2383115,1,BC SCORE,7,-009, , , , , , , 
2383123,1,BC SCORE,7,0650,13, , , , , , 
2383146,1,BC SCORE,7,0717,21,04, , , , , 
2381508,1,BC SCORE,7,0729,04, , , , , , 
2383137,1,BC SCORE,7,0513,01,15, , , , , 
2383164,1,BC SCORE,7,0699,16,04, , , , , 
2383592,1,BC SCORE,7,0559,17,13,20, , , , 
2383184,1,BC SCORE,7,-009, , , , , , , 
2383278,1,BC SCORE,7,0724,04, , , , , , 
2383202,1,BC SCORE,7,0720,04, , , , , , 
2383625,1,BC SCORE,7,0645,17,15,28, , , , 
2383658,1,BC SCORE,7,0654,17,16,31, , , , 
2383212,1,BC SCORE,7,0664,28,13,04, , , , 
2383270,1,BC SCORE,7,0647,15,28,21, , , , 
2383214,1,BC SCORE,7,0688,56, , , , , , 
2383241,1,BC SCORE,7,0555,17,13,15, , , , 
2383386,1,BC SCORE,7,0652,31,32,20, , , , 
2383534,1,BC SCORE,7,0540,17,13,15, , , , 
2383537,1,BC SCORE,7,0712,18,16,31, , , , 
2383530,1,BC SCORE,7,-009, , , , , , , 
2383292,1,BC SCORE,7,0640,17,28,16, , , , 
2383519,1,BC SCORE,7,0731,04, , , , , , 
2381132,1,BC SCORE,7,-009, , , , , , , 
2383393,1,BC SCORE,7,0605,15,17,09, , , , 
2383374,1,BC SCORE,7,0578,21, , , , , , 
2383937,1,BC SCORE,7,0619,15,05,18, , , , 
2383433,1,BC SCORE,7,0670,15,28, , , , , 
2383436,1,BC SCORE,7,0719,04, , , , , , 
2383490,1,BC SCORE,7,0718,04, , , , , , 
2383550,1,BC SCORE,7,0700,15,29,04, , , , 
2383518,1,BC SCORE,7,0569,28,21,31, , , , 
2383553,1,BC SCORE,7,0674,28,16, , , , , 
2383606,1,BC SCORE,7,0719,04, , , , , , 
2383689,1,BC SCORE,7,0708,15,04, , , , , 
2383616,1,BC SCORE,7,0586,20,21,17, , , , 
2353655,1,BC SCORE,7,0691,16,28, , , , , 
2383620,1,BC SCORE,7,0663,28,16,31, , , , 
2383665,1,BC SCORE,7,0704,28,04, , , , , 
2383659,1,BC SCORE,7,0729,04, , , , , , 
2383634,1,BC SCORE,7,-008, , , , , , , 
2383660,1,BC SCORE,7,-009, , , , , , , 
2383646,1,BC SCORE,7,0697,04,13, , , , , 
2383724,1,BC SCORE,7,0702,15,28,04, , , , 
2342035,1,BC SCORE,7,0536,17,32,31, , , , 
2383763,1,BC SCORE,7,0711,21,04, , , , , 
2383759,1,BC SCORE,7,0550,17,13,28, , , , 
2383770,1,BC SCORE,7,0515,17,05,21, , , , 
2383777,1,BC SCORE,7,0689,15,09, , , , , 
2383776,1,BC SCORE,7,0616,28,09,31, , , , 
2383807,1,BC SCORE,7,0664,05,21,32, , , , 
2334712,1,BC SCORE,7,0707,15,04,28, , , , 
2383961,1,BC SCORE,7,0668,28,05, , , , , 
2383998,1,BC SCORE,7,-005, , , , , , , 
2385709,1,BC SCORE,7,-008, , , , , , , 
2383905,1,BC SCORE,7,0693,28, , , , , , 
2307224,1,BC SCORE,7,0697,15,29, , , , , 
2383936,1,BC SCORE,7,0674,15,28,04, , , , 
2383999,1,BC SCORE,7,0709,15,04, , , , , 
2384047,1,BC SCORE,7,0700,31, , , , , , 
2384061,1,BC SCORE,7,0665,17,16,31, , , , 
2384036,1,BC SCORE,7,0668,28,04, , , , , 
2384058,1,BC SCORE,7,0734,04, , , , , , 
2384194,1,BC SCORE,7,0680,17, , , , , , 
2384192,1,BC SCORE,7,0569,17,13,28, , , , 
2318093,1,BC SCORE,7,0644,15,28,21, , , , 
2384403,1,BC SCORE,7,0569,28,21, , , , , 
2384366,1,BC SCORE,7,0666,15, , , , , , 
2394941,1,BC SCORE,7,-009, , , , , , , 
2384285,1,BC SCORE,7,0545,21,31,05, , , , 
2384679,1,BC SCORE,7,-009, , , , , , , 
2384284,1,BC SCORE,7,0567,21,28, , , , , 
2347693,1,BC SCORE,7,0639,17,15,16, , , , 
2384392,1,BC SCORE,7,0684,04,13, , , , , 
2384395,1,BC SCORE,7,0648,15,28,31, , , , 
2384461,1,BC SCORE,7,0640,05,28,32, , , , 
2384372,1,BC SCORE,7,0574,17,13,32, , , , 
2384484,1,BC SCORE,7,0676,04, , , , , , 
2384416,1,BC SCORE,7,0685,28, , , , , , 
2384424,1,BC SCORE,7,0594,17,05,21, , , , 
2384636,1,BC SCORE,7,0513,01,15, , , , , 
2384482,1,BC SCORE,7,0539,28,21, , , , , 
2384771,1,BC SCORE,7,0653,28,05,21, , , , 
2384437,1,BC SCORE,7,-008, , , , , , , 
2384443,1,BC SCORE,7,0706,04, , , , , , 
2342225,1,BC SCORE,7,0725,04, , , , , , 
2384464,1,BC SCORE,7,-008, , , , , , , 
2384457,1,BC SCORE,7,0667,05, , , , , , 
2384479,1,BC SCORE,7,0663,17,15,16, , , , 
2384536,1,BC SCORE,7,0644,15,28,32, , , , 
2384550,1,BC SCORE,7,0670,05,28, , , , , 
2384668,1,BC SCORE,7,0664,17,16, , , , , 
2384569,1,BC SCORE,7,0550,17,15,13, , , , 
2384580,1,BC SCORE,7,0650,17,28,16, , , , 
2384739,1,BC SCORE,7,0716,04, , , , , , 
2384597,1,BC SCORE,7,-009, , , , , , , 
2384664,1,BC SCORE,7,0655,17,16,15, , , , 
2384619,1,BC SCORE,7,0523,07,28,21, , , , 
2384787,1,BC SCORE,7,-009, , , , , , , 
2384626,1,BC SCORE,7,-009, , , , , , , 
2384638,1,BC SCORE,7,0644,05,28, , , , , 
2385475,1,BC SCORE,7,0716,21,04, , , , , 
2384675,1,BC SCORE,7,0614,15,05,28, , , , 
2384678,1,BC SCORE,7,0502,17,07,05, , , , 
2384690,1,BC SCORE,7,0668,17,16,31, , , , 
2385100,1,BC SCORE,7,0709,15,04, , , , , 
2384819,1,BC SCORE,7,0693,28, , , , , , 
2318304,1,BC SCORE,7,0661,13,32, , , , , 
2384696,1,BC SCORE,7,-008, , , , , , , 
2384271,1,BC SCORE,7,0730,04, , , , , , 
2384806,1,BC SCORE,7,0530,17,05,28, , , , 
2384722,1,BC SCORE,7,0686,28,15,04, , , , 
2384711,1,BC SCORE,7,-008, , , , , , , 
2384748,1,BC SCORE,7,0700,28,31,04, , , , 
2384756,1,BC SCORE,7,0690,31,16,04, , , , 
2382795,1,BC SCORE,7,0722,04, , , , , , 
2384732,1,BC SCORE,7,0680,16,28, , , , , 
2384742,1,BC SCORE,7,0673,15,16,28, , , , 
2384778,1,BC SCORE,7,0672,15,28, , , , , 
2384818,1,BC SCORE,7,0657,05, , , , , , 
2385558,1,BC SCORE,7,-005, , , , , , , 
2384805,1,BC SCORE,7,-005, , , , , , , 
2384799,1,BC SCORE,7,0712,04, , , , , , 
2384802,1,BC SCORE,7,0688,21,32, , , , , 
2384813,1,BC SCORE,7,0717,04, , , , , , 
2384856,1,BC SCORE,7,0723,04,28, , , , , 
2384820,1,BC SCORE,7,0716,04,28, , , , , 
2384844,1,BC SCORE,7,0692,17, , , , , , 
2384840,1,BC SCORE,7,0651,28,04, , , , , 
2384846,1,BC SCORE,7,0666,05,32,21, , , , 
2384860,1,BC SCORE,7,0662,13,04, , , , , 
2384865,1,BC SCORE,7,0588,21, , , , , , 
2384879,1,BC SCORE,7,-008, , , , , , , 
2300228,1,BC SCORE,7,0665,13,04, , , , , 
2385264,1,BC SCORE,7,0629,15,28,31, , , , 
2381500,1,BC SCORE,7,0635,61, , , , , , 
2385314,1,BC SCORE,7,0501,07,05,21, , , , 
2385103,1,BC SCORE,7,0723,04, , , , , , 
2385249,1,BC SCORE,7,0695,15,29,28, , , , 
2385391,1,BC SCORE,7,-008, , , , , , , 
2385087,1,BC SCORE,7,0681,15, , , , , , 
2385121,1,BC SCORE,7,0618,15,28, , , , , 
2385167,1,BC SCORE,7,0693,16,04, , , , , 
