scfFolio2,scfConsec2,scfNombre2,scfCodigo2,scfValor2,scfRazon12,scfRazon22,scfRazon32,scfCodErr2,scfRecal2,scfFraude2,inpICCVal2
2347011,1,BC SCORE,7,0541,17,05,31, , , , 
2347182,1,BC SCORE,7,0642,15,28,09, , , , 
2346583,1,BC SCORE,7,0678,28,21, , , , , 
2347500,1,BC SCORE,7,0667,28,13,04, , , , 
2347704,1,BC SCORE,7,0723,04, , , , , , 
2347993,1,BC SCORE,7,0689,15,31,04, , , , 
2347869,1,BC SCORE,7,0575,21,28, , , , , 
2348123,1,BC SCORE,7,0697,21, , , , , , 
2348232,1,BC SCORE,7,0701,29,09,04, , , , 
2348450,1,BC SCORE,7,0639,15,28,18, , , , 
2304169,1,BC SCORE,7,0667,16,31, , , , , 
2348691,1,BC SCORE,7,0557,20,21,17, , , , 
2348644,1,BC SCORE,7,0717,04,28, , , , , 
2348915,1,BC SCORE,7,0645,13,31,32, , , , 
2349024,1,BC SCORE,7,0647,15,28,31, , , , 
2349156,1,BC SCORE,7,0712,16,04, , , , , 
2349243,1,BC SCORE,7,0638,15,05,28, , , , 
2349718,1,BC SCORE,7,0607,15,13,32, , , , 
2349775,1,BC SCORE,7,0729,04, , , , , , 
2349875,1,BC SCORE,7,0663,05,32,18, , , , 
2349825,1,BC SCORE,7,0661,21,16,28, , , , 
2349857,1,BC SCORE,7,0561,17,13,15, , , , 
2349993,1,BC SCORE,7,0670,13,32, , , , , 
2350354,1,BC SCORE,7,0592,17,05,15, , , , 
2350684,1,BC SCORE,7,0692,15,28, , , , , 
2351793,1,BC SCORE,7,0718,29,04, , , , , 
2351873,1,BC SCORE,7,0718,04, , , , , , 
2351712,1,BC SCORE,7,0517,13,01, , , , , 
2352370,1,BC SCORE,7,0691,31,04, , , , , 
2352189,1,BC SCORE,7,0630,15,28,05, , , , 
2296020,1,BC SCORE,7,0656,28,15,05, , , , 
2352445,1,BC SCORE,7,0707,57, , , , , , 
2353468,1,BC SCORE,7,-009, , , , , , , 
2353434,1,BC SCORE,7,0723,04, , , , , , 
2353589,1,BC SCORE,7,0550,21,28, , , , , 
2353620,1,BC SCORE,7,0642,13,15, , , , , 
2350784,1,BC SCORE,7,0661,15,17,16, , , , 
2353828,1,BC SCORE,7,-009, , , , , , , 
2354036,1,BC SCORE,7,0701,16,04, , , , , 
2317008,1,BC SCORE,7,0730,04, , , , , , 
2354455,1,BC SCORE,7,0684,16,28,04, , , , 
2354444,1,BC SCORE,7,0705,56, , , , , , 
2354454,1,BC SCORE,7,0684,32, , , , , , 
2314025,1,BC SCORE,7,-008, , , , , , , 
2378269,1,BC SCORE,7,0725,04, , , , , , 
2377817,1,BC SCORE,7,-009, , , , , , , 
2259678,1,BC SCORE,7,0668,13,04, , , , , 
2377884,1,BC SCORE,7,0718,21,04, , , , , 
2378006,1,BC SCORE,7,0630,15,05,28, , , , 
2378116,1,BC SCORE,7,0678,13,04, , , , , 
2378298,1,BC SCORE,7,0668,28,15, , , , , 
2378368,1,BC SCORE,7,0647,13,28, , , , , 
2378807,1,BC SCORE,7,0591,15,09,31, , , , 
2378802,1,BC SCORE,7,0716,21,04,28, , , , 
2378861,1,BC SCORE,7,0673,13,04, , , , , 
2379150,1,BC SCORE,7,0708,31,04, , , , , 
2379445,1,BC SCORE,7,-009, , , , , , , 
2379370,1,BC SCORE,7,0689,15,09, , , , , 
2379529,1,BC SCORE,7,0650,15,28,21, , , , 
2379531,1,BC SCORE,7,0728,04, , , , , , 
2380751,1,BC SCORE,7,0705,15,04, , , , , 
2379716,1,BC SCORE,7,0721,04,28, , , , , 
2341722,1,BC SCORE,7,0643,15,28,32, , , , 
2379988,1,BC SCORE,7,0679,13,04, , , , , 
2380034,1,BC SCORE,7,0572,28,21, , , , , 
2380105,1,BC SCORE,7,0710,15,04, , , , , 
2380935,1,BC SCORE,7,-008, , , , , , , 
2381264,1,BC SCORE,7,0721,04, , , , , , 
2381396,1,BC SCORE,7,0716,04,28, , , , , 
2381403,1,BC SCORE,7,0565,17,13,28, , , , 
2381469,1,BC SCORE,7,0663,04,09, , , , , 
2382911,1,BC SCORE,7,-008, , , , , , , 
2378845,1,BC SCORE,7,0601,17,05,28, , , , 
2382706,1,BC SCORE,7,0695,57, , , , , , 
2382834,1,BC SCORE,7,0669,15,16,28, , , , 
2383566,1,BC SCORE,7,0729,04, , , , , , 
2383081,1,BC SCORE,7,0708,29,09,04, , , , 
2383130,1,BC SCORE,7,0710,04, , , , , , 
2381443,1,BC SCORE,7,0643,28,13,04, , , , 
2383261,1,BC SCORE,7,-008, , , , , , , 
2383473,1,BC SCORE,7,0650,17,09,16, , , , 
2383474,1,BC SCORE,7,0578,21, , , , , , 
2383524,1,BC SCORE,7,0705,29,04, , , , , 
2383762,1,BC SCORE,7,0686,17, , , , , , 
2383934,1,BC SCORE,7,0698,15,28, , , , , 
2384078,1,BC SCORE,7,0666,04,28, , , , , 
2383980,1,BC SCORE,7,0628,28, , , , , , 
2384024,1,BC SCORE,7,0723,04, , , , , , 
2384165,1,BC SCORE,7,0674,28,05, , , , , 
2384238,1,BC SCORE,7,0677,17,31, , , , , 
2384570,1,BC SCORE,7,0711,15,04, , , , , 
2384467,1,BC SCORE,7,0732,04, , , , , , 
2384524,1,BC SCORE,7,-008, , , , , , , 
2384573,1,BC SCORE,7,0572,21,28,31, , , , 
2384823,1,BC SCORE,7,0707,15,04, , , , , 
2384914,1,BC SCORE,7,0690,17,16, , , , , 
2385437,1,BC SCORE,7,0667,28,05, , , , , 
2385554,1,BC SCORE,7,0723,04, , , , , , 
2385499,1,BC SCORE,7,0696,15,28, , , , , 
2386555,1,BC SCORE,7,0504,07,28,20, , , , 
2385661,1,BC SCORE,7,0504,07,28,20, , , , 
2385737,1,BC SCORE,7,0632,05,15,32, , , , 
2386081,1,BC SCORE,7,0657,28,32,18, , , , 
2386038,1,BC SCORE,7,0675,04,09, , , , , 
2386035,1,BC SCORE,7,0693,15,29,04, , , , 
2386885,1,BC SCORE,7,0671,28,16, , , , , 
2394796,1,BC SCORE,7,0590,17,05, , , , , 
2386967,1,BC SCORE,7,0557,21,07, , , , , 
2336202,1,BC SCORE,7,-008, , , , , , , 
2336277,1,BC SCORE,7,0673,28,15,17, , , , 
2336293,1,BC SCORE,7,0679,15,18,28, , , , 
2336387,1,BC SCORE,7,0639,28,15,16, , , , 
2336383,1,BC SCORE,7,0625,28, , , , , , 
2336421,1,BC SCORE,7,0590,13,28, , , , , 
2336419,1,BC SCORE,7,0524,05,28,21, , , , 
2336491,1,BC SCORE,7,-008, , , , , , , 
2336531,1,BC SCORE,7,0661,13,04, , , , , 
2336688,1,BC SCORE,7,-008, , , , , , , 
2336784,1,BC SCORE,7,0709,21,04,28, , , , 
2336903,1,BC SCORE,7,0701,16,31,04, , , , 
2337062,1,BC SCORE,7,0678,17,16,28, , , , 
2337167,1,BC SCORE,7,0685,21,04, , , , , 
2337193,1,BC SCORE,7,-008, , , , , , , 
2337387,1,BC SCORE,7,0547,28,21, , , , , 
2337391,1,BC SCORE,7,0684,15,29,09, , , , 
2337455,1,BC SCORE,7,0558,17,13,28, , , , 
2337602,1,BC SCORE,7,0700,15,28,04, , , , 
2338158,1,BC SCORE,7,0656,17,16,28, , , , 
2338297,1,BC SCORE,7,0690,17,16, , , , , 
2338782,1,BC SCORE,7,0545,17,13,15, , , , 
2338601,1,BC SCORE,7,0706,21, , , , , , 
2338616,1,BC SCORE,7,0688,16,31, , , , , 
2338914,1,BC SCORE,7,0471,07,17,05, , , , 
2338893,1,BC SCORE,7,-009, , , , , , , 
2338875,1,BC SCORE,7,0685,21,04, , , , , 
2338918,1,BC SCORE,7,0686,15,17,04, , , , 
2338968,1,BC SCORE,7,0685,18,32,21, , , , 
2339022,1,BC SCORE,7,0688,16,31,04, , , , 
2339294,1,BC SCORE,7,0625,28, , , , , , 
2339422,1,BC SCORE,7,0658,05,18,28, , , , 
2339533,1,BC SCORE,7,0686,57, , , , , , 
2339520,1,BC SCORE,7,0656,28,16,09, , , , 
2339695,1,BC SCORE,7,0645,15,28,32, , , , 
2339734,1,BC SCORE,7,0575,21,28, , , , , 
2339839,1,BC SCORE,7,0642,15,32,18, , , , 
2340231,1,BC SCORE,7,0562,17,13, , , , , 
2340250,1,BC SCORE,7,0706,04, , , , , , 
2340097,1,BC SCORE,7,0729,04, , , , , , 
2340205,1,BC SCORE,7,0696,15,04, , , , , 
2340569,1,BC SCORE,7,0675,15,28,31, , , , 
2340308,1,BC SCORE,7,0625,28, , , , , , 
2340646,1,BC SCORE,7,0660,28,20,32, , , , 
2340782,1,BC SCORE,7,0687,15,21,28, , , , 
2340683,1,BC SCORE,7,0577,21, , , , , , 
2341024,1,BC SCORE,7,0677,28, , , , , , 
2341211,1,BC SCORE,7,0637,28,13,04, , , , 
2341201,1,BC SCORE,7,0624,15,05,28, , , , 
2341247,1,BC SCORE,7,0664,28,15,16, , , , 
2341420,1,BC SCORE,7,0690,15,28, , , , , 
2240290,1,BC SCORE,7,0633,15,17,28, , , , 
2341724,1,BC SCORE,7,0661,15,28,05, , , , 
2341780,1,BC SCORE,7,0666,04,28, , , , , 
2341856,1,BC SCORE,7,0686,28,16,31, , , , 
2341988,1,BC SCORE,7,0647,05,32,31, , , , 
2342147,1,BC SCORE,7,0569,28,21,31, , , , 
2342014,1,BC SCORE,7,0661,05,17, , , , , 
2342015,1,BC SCORE,7,0625,15,17,28, , , , 
2342395,1,BC SCORE,7,0702,15,04,28, , , , 
2342477,1,BC SCORE,7,0715,04,28, , , , , 
2342514,1,BC SCORE,7,0693,57, , , , , , 
2342566,1,BC SCORE,7,0639,05,15,28, , , , 
2342899,1,BC SCORE,7,0721,04, , , , , , 
2342858,1,BC SCORE,7,-008, , , , , , , 
2342905,1,BC SCORE,7,-008, , , , , , , 
2342977,1,BC SCORE,7,0728,04, , , , , , 
2343422,1,BC SCORE,7,0660,20,31,32, , , , 
2343418,1,BC SCORE,7,0709,21,04, , , , , 
2343452,1,BC SCORE,7,0680,16,17,18, , , , 
2343548,1,BC SCORE,7,0635,15,28,09, , , , 
2344045,1,BC SCORE,7,0688,17,16, , , , , 
2335357,1,BC SCORE,7,0678,28,32, , , , , 
2344261,1,BC SCORE,7,0661,21,16,09, , , , 
2344361,1,BC SCORE,7,-009, , , , , , , 
2344534,1,BC SCORE,7,0555,17,28,18, , , , 
2344876,1,BC SCORE,7,-009, , , , , , , 
2344992,1,BC SCORE,7,0658,31,20,32, , , , 
2346525,1,BC SCORE,7,0721,04, , , , , , 
2345385,1,BC SCORE,7,-008, , , , , , , 
2345590,1,BC SCORE,7,0575,21,28, , , , , 
2345711,1,BC SCORE,7,0579,21,31, , , , , 
2345949,1,BC SCORE,7,0730,04, , , , , , 
2346086,1,BC SCORE,7,0728,52, , , , , , 
2346075,1,BC SCORE,7,0644,15,28,09, , , , 
2343559,1,BC SCORE,7,0678,13,04, , , , , 
2346541,1,BC SCORE,7,0665,17,31,28, , , , 
2346579,1,BC SCORE,7,0701,28,16, , , , , 
2347679,1,BC SCORE,7,0661,04,09, , , , , 
2346903,1,BC SCORE,7,0684,04, , , , , , 
2347031,1,BC SCORE,7,0727,52, , , , , , 
2347330,1,BC SCORE,7,0704,51, , , , , , 
2347115,1,BC SCORE,7,0692,17, , , , , , 
2347130,1,BC SCORE,7,0665,17,15,16, , , , 
2347313,1,BC SCORE,7,0645,28, , , , , , 
2347383,1,BC SCORE,7,0724,04, , , , , , 
2347482,1,BC SCORE,7,0639,05,28,18, , , , 
2347856,1,BC SCORE,7,0693,16,04, , , , , 
2348108,1,BC SCORE,7,0720,04, , , , , , 
2348317,1,BC SCORE,7,0715,16,04, , , , , 
2348442,1,BC SCORE,7,0663,28,05, , , , , 
2348571,1,BC SCORE,7,0624,28,17,15, , , , 
2343476,1,BC SCORE,7,0697,16,04, , , , , 
2346206,1,BC SCORE,7,0700,28,04, , , , , 
2349084,1,BC SCORE,7,0686,28,16,04, , , , 
2349146,1,BC SCORE,7,0684,28, , , , , , 
2349200,1,BC SCORE,7,0701,16,28,31, , , , 
2349828,1,BC SCORE,7,0569,28,21,31, , , , 
2349927,1,BC SCORE,7,0549,17,28,13, , , , 
2350392,1,BC SCORE,7,0669,28,04, , , , , 
2350773,1,BC SCORE,7,0515,17,05,21, , , , 
2350657,1,BC SCORE,7,-009, , , , , , , 
2350101,1,BC SCORE,7,0713,21,04, , , , , 
2350784,1,BC SCORE,7,0661,15,17,16, , , , 
2350828,1,BC SCORE,7,0706,29,04, , , , , 
2351420,1,BC SCORE,7,0715,04, , , , , , 
2351548,1,BC SCORE,7,0691,15,09, , , , , 
2352124,1,BC SCORE,7,0672,28, , , , , , 
2339692,1,BC SCORE,7,0645,17,21,16, , , , 
2352192,1,BC SCORE,7,-008, , , , , , , 
2352040,1,BC SCORE,7,0670,15,28,04, , , , 
2352147,1,BC SCORE,7,0543,17,13,15, , , , 
2346172,1,BC SCORE,7,0611,15,09,17, , , , 
2352482,1,BC SCORE,7,0681,28,15,12, , , , 
2352951,1,BC SCORE,7,0596,05,21,28, , , , 
2352467,1,BC SCORE,7,0728,04, , , , , , 
2352483,1,BC SCORE,7,0662,28,21,32, , , , 
2352499,1,BC SCORE,7,0691,28,21, , , , , 
2352631,1,BC SCORE,7,0617,28,17, , , , , 
2353000,1,BC SCORE,7,0640,05,28,32, , , , 
2353048,1,BC SCORE,7,0658,05,28, , , , , 
2353110,1,BC SCORE,7,0704,28,04, , , , , 
2353135,1,BC SCORE,7,0579,17,13,32, , , , 
2353152,1,BC SCORE,7,0686,04,28, , , , , 
2353469,1,BC SCORE,7,0682,28,04, , , , , 
2353426,1,BC SCORE,7,0689,04, , , , , , 
2353524,1,BC SCORE,7,-009, , , , , , , 
2353618,1,BC SCORE,7,0715,15,04, , , , , 
2353705,1,BC SCORE,7,0692,57, , , , , , 
2353715,1,BC SCORE,7,0681,05, , , , , , 
2354177,1,BC SCORE,7,0699,18, , , , , , 
2354195,1,BC SCORE,7,0726,04, , , , , , 
2354248,1,BC SCORE,7,-009, , , , , , , 
2354346,1,BC SCORE,7,0572,17,13,20, , , , 
2354617,1,BC SCORE,7,0511,07,05,21, , , , 
2377427,1,BC SCORE,7,0701,31, , , , , , 
2377497,1,BC SCORE,7,0567,21,31, , , , , 
2377740,1,BC SCORE,7,0552,17,15,13, , , , 
2377949,1,BC SCORE,7,0709,29,09,28, , , , 
2378173,1,BC SCORE,7,0709,28,04, , , , , 
2345118,1,BC SCORE,7,0570,21,17, , , , , 
2378529,1,BC SCORE,7,0720,04,28, , , , , 
2378537,1,BC SCORE,7,0638,28,18,13, , , , 
2343272,1,BC SCORE,7,0540,17,15,13, , , , 
2378726,1,BC SCORE,7,0684,15,21,28, , , , 
2378745,1,BC SCORE,7,0672,15, , , , , , 
2259422,1,BC SCORE,7,0730,04, , , , , , 
2379263,1,BC SCORE,7,0634,15,13,28, , , , 
2379287,1,BC SCORE,7,0732,04, , , , , , 
2379360,1,BC SCORE,7,0639,28,17,16, , , , 
2379943,1,BC SCORE,7,-009, , , , , , , 
2380021,1,BC SCORE,7,0634,15,05,28, , , , 
2380039,1,BC SCORE,7,0679,15,09, , , , , 
2380151,1,BC SCORE,7,0644,17,28,16, , , , 
2380113,1,BC SCORE,7,0671,32,20, , , , , 
2380171,1,BC SCORE,7,0663,05,28, , , , , 
2380224,1,BC SCORE,7,0728,04, , , , , , 
2380336,1,BC SCORE,7,0648,17,16,15, , , , 
2381222,1,BC SCORE,7,-009, , , , , , , 
2380877,1,BC SCORE,7,0725,04, , , , , , 
2381039,1,BC SCORE,7,0684,21,04, , , , , 
2381189,1,BC SCORE,7,0674,04,13, , , , , 
2381366,1,BC SCORE,7,0715,04, , , , , , 
2381350,1,BC SCORE,7,0553,21,07, , , , , 
2381397,1,BC SCORE,7,0706,16,31,04, , , , 
2381424,1,BC SCORE,7,0569,28,21, , , , , 
2381820,1,BC SCORE,7,0721,04, , , , , , 
2382026,1,BC SCORE,7,0639,09,28, , , , , 
2382195,1,BC SCORE,7,0722,04, , , , , , 
2382319,1,BC SCORE,7,0678,16,28, , , , , 
2382581,1,BC SCORE,7,-008, , , , , , , 
2382497,1,BC SCORE,7,0654,17,21,16, , , , 
2382798,1,BC SCORE,7,0651,15,28,18, , , , 
2378518,1,BC SCORE,7,0668,15,32, , , , , 
2382356,1,BC SCORE,7,-008, , , , , , , 
2382842,1,BC SCORE,7,0669,15,28, , , , , 
2382864,1,BC SCORE,7,-009, , , , , , , 
2383243,1,BC SCORE,7,0712,04, , , , , , 
2383364,1,BC SCORE,7,0701,04, , , , , , 
2383628,1,BC SCORE,7,0637,15,05,28, , , , 
2383694,1,BC SCORE,7,0688,04,28, , , , , 
2383738,1,BC SCORE,7,0700,15,28,04, , , , 
2354109,1,BC SCORE,7,-009, , , , , , , 
2384295,1,BC SCORE,7,0646,05,31,28, , , , 
2384328,1,BC SCORE,7,0673,04,09, , , , , 
2384401,1,BC SCORE,7,0718,21,04, , , , , 
2384559,1,BC SCORE,7,0715,04, , , , , , 
2384950,1,BC SCORE,7,0711,15,04,28, , , , 
2385421,1,BC SCORE,7,0730,04, , , , , , 
2385263,1,BC SCORE,7,0589,28,17, , , , , 
2341425,1,BC SCORE,7,-009, , , , , , , 
2385518,1,BC SCORE,7,0676,15,28,04, , , , 
2385836,1,BC SCORE,7,-008, , , , , , , 
2385890,1,BC SCORE,7,0658,28,32,15, , , , 
2385933,1,BC SCORE,7,0702,28,04, , , , , 
2383097,1,BC SCORE,7,0712,04, , , , , , 
2385992,1,BC SCORE,7,-009, , , , , , , 
2386003,1,BC SCORE,7,0658,15,28,16, , , , 
2386376,1,BC SCORE,7,0732,04, , , , , , 
2386066,1,BC SCORE,7,0693,21,04, , , , , 
2386219,1,BC SCORE,7,-008, , , , , , , 
2386396,1,BC SCORE,7,0729,04, , , , , , 
2386529,1,BC SCORE,7,0582,21, , , , , , 
2386630,1,BC SCORE,7,0677,15,16,28, , , , 
2386603,1,BC SCORE,7,-009, , , , , , , 
2333102,1,BC SCORE,7,0710,04, , , , , , 
2387116,1,BC SCORE,7,0681,13,04, , , , , 
2387237,1,BC SCORE,7,0612,15,05,28, , , , 
2336438,1,BC SCORE,7,0668,17,16, , , , , 
2336211,1,BC SCORE,7,0715,04, , , , , , 
2336336,1,BC SCORE,7,-009, , , , , , , 
2336678,1,BC SCORE,7,0683,17,16, , , , , 
2336649,1,BC SCORE,7,0687,28,31,04, , , , 
2336925,1,BC SCORE,7,0629,28,15,31, , , , 
2337122,1,BC SCORE,7,0701,17,28,04, , , , 
2337174,1,BC SCORE,7,-008, , , , , , , 
2337270,1,BC SCORE,7,0645,17,21,16, , , , 
2337287,1,BC SCORE,7,0709,15,04,28, , , , 
2337536,1,BC SCORE,7,0648,15,28,05, , , , 
2337561,1,BC SCORE,7,0549,21,17,31, , , , 
2338219,1,BC SCORE,7,0726,04, , , , , , 
2338226,1,BC SCORE,7,-008, , , , , , , 
2338317,1,BC SCORE,7,0724,04, , , , , , 
2338336,1,BC SCORE,7,0653,17,21,16, , , , 
2338449,1,BC SCORE,7,0706,21,04, , , , , 
2338621,1,BC SCORE,7,0658,21,15,04, , , , 
2338680,1,BC SCORE,7,0734,04, , , , , , 
2338757,1,BC SCORE,7,0684,04, , , , , , 
2338835,1,BC SCORE,7,0679,28, , , , , , 
2322045,1,BC SCORE,7,0728,04, , , , , , 
2339036,1,BC SCORE,7,0667,28,13,04, , , , 
2339038,1,BC SCORE,7,0660,32,31, , , , , 
2339065,1,BC SCORE,7,-008, , , , , , , 
2259887,1,BC SCORE,7,-008, , , , , , , 
2339473,1,BC SCORE,7,-009, , , , , , , 
2339459,1,BC SCORE,7,0695,15,09, , , , , 
2339463,1,BC SCORE,7,0685,15,28,04, , , , 
2339546,1,BC SCORE,7,0649,05,18, , , , , 
2339800,1,BC SCORE,7,0582,21, , , , , , 
2339821,1,BC SCORE,7,0691,04, , , , , , 
2340204,1,BC SCORE,7,0712,04, , , , , , 
2340257,1,BC SCORE,7,0686,15,09, , , , , 
2340403,1,BC SCORE,7,0720,04,28, , , , , 
2340509,1,BC SCORE,7,-009, , , , , , , 
2341335,1,BC SCORE,7,0563,21,07, , , , , 
2340693,1,BC SCORE,7,0662,17,28, , , , , 
2340925,1,BC SCORE,7,0657,18,04, , , , , 
2340998,1,BC SCORE,7,0707,15,04,28, , , , 
2341015,1,BC SCORE,7,0715,09,04, , , , , 
2341346,1,BC SCORE,7,0734,04, , , , , , 
2341417,1,BC SCORE,7,0624,15,28,16, , , , 
2341359,1,BC SCORE,7,0713,28,04, , , , , 
2341514,1,BC SCORE,7,0693,15,28, , , , , 
2212664,1,BC SCORE,7,0673,28,18, , , , , 
2341731,1,BC SCORE,7,0559,17,28,31, , , , 
2341984,1,BC SCORE,7,0632,09,17,15, , , , 
2341943,1,BC SCORE,7,0640,13,28,15, , , , 
2342035,1,BC SCORE,7,0536,17,32,31, , , , 
2342075,1,BC SCORE,7,0732,04, , , , , , 
2342085,1,BC SCORE,7,0690,15,16,04, , , , 
2342293,1,BC SCORE,7,0675,17,31, , , , , 
2342348,1,BC SCORE,7,0634,21,05, , , , , 
2342394,1,BC SCORE,7,0662,28,04, , , , , 
2342428,1,BC SCORE,7,-009, , , , , , , 
2342439,1,BC SCORE,7,0652,17,16,28, , , , 
2342571,1,BC SCORE,7,0568,09,17,21, , , , 
2342587,1,BC SCORE,7,0588,21, , , , , , 
2342937,1,BC SCORE,7,0570,17,05,28, , , , 
2343079,1,BC SCORE,7,0572,28,21, , , , , 
2343155,1,BC SCORE,7,0716,04, , , , , , 
2343246,1,BC SCORE,7,0652,05,15,28, , , , 
2343473,1,BC SCORE,7,0708,15,04, , , , , 
2344161,1,BC SCORE,7,-009, , , , , , , 
2344204,1,BC SCORE,7,0699,15, , , , , , 
2344299,1,BC SCORE,7,0641,61, , , , , , 
2344325,1,BC SCORE,7,0704,15,04, , , , , 
2344295,1,BC SCORE,7,0680,15,28, , , , , 
2344758,1,BC SCORE,7,0563,17,13,31, , , , 
2344334,1,BC SCORE,7,0729,04, , , , , , 
2344352,1,BC SCORE,7,0674,28,04, , , , , 
2344389,1,BC SCORE,7,0701,16,04, , , , , 
2344510,1,BC SCORE,7,0635,17,15,16, , , , 
2344696,1,BC SCORE,7,0717,04,28, , , , , 
2344801,1,BC SCORE,7,0701,56, , , , , , 
2345131,1,BC SCORE,7,0668,28,15, , , , , 
2345189,1,BC SCORE,7,0511,17,05,21, , , , 
2345235,1,BC SCORE,7,0709,04, , , , , , 
2345538,1,BC SCORE,7,0722,04, , , , , , 
2345570,1,BC SCORE,7,0661,28,21,16, , , , 
2345569,1,BC SCORE,7,0709,29,09,28, , , , 
2345642,1,BC SCORE,7,-009, , , , , , , 
2345695,1,BC SCORE,7,0651,05,21,32, , , , 
2345788,1,BC SCORE,7,0711,16,04, , , , , 
2345800,1,BC SCORE,7,0578,21, , , , , , 
2345885,1,BC SCORE,7,0658,28,09,15, , , , 
2346080,1,BC SCORE,7,0685,04, , , , , , 
2346217,1,BC SCORE,7,0703,56, , , , , , 
2346221,1,BC SCORE,7,0716,04, , , , , , 
2346564,1,BC SCORE,7,0717,04, , , , , , 
2346625,1,BC SCORE,7,0657,17,21,15, , , , 
2346789,1,BC SCORE,7,0641,13,28,32, , , , 
2346736,1,BC SCORE,7,0588,17,05,21, , , , 
2346890,1,BC SCORE,7,-008, , , , , , , 
2347041,1,BC SCORE,7,-008, , , , , , , 
2346934,1,BC SCORE,7,0597,28,15,21, , , , 
2346966,1,BC SCORE,7,0548,05,21, , , , , 
2347139,1,BC SCORE,7,-009, , , , , , , 
2347296,1,BC SCORE,7,0653,18,05,21, , , , 
2347317,1,BC SCORE,7,0724,04, , , , , , 
2348036,1,BC SCORE,7,0688,16,04, , , , , 
2347726,1,BC SCORE,7,0659,04,18, , , , , 
2347882,1,BC SCORE,7,0718,04,28, , , , , 
2348037,1,BC SCORE,7,0653,05,31,32, , , , 
2348147,1,BC SCORE,7,0608,15,09,17, , , , 
2348266,1,BC SCORE,7,0728,04,28, , , , , 
2341252,1,BC SCORE,7,0654,13,28,32, , , , 
2348440,1,BC SCORE,7,0700,15, , , , , , 
2349199,1,BC SCORE,7,0661,15,16, , , , , 
2349779,1,BC SCORE,7,0656,17,16,15, , , , 
2350065,1,BC SCORE,7,0717,09,04, , , , , 
2350110,1,BC SCORE,7,0654,13,04, , , , , 
2350412,1,BC SCORE,7,0689,57, , , , , , 
2350592,1,BC SCORE,7,-009, , , , , , , 
2350790,1,BC SCORE,7,0707,15,04,28, , , , 
2351248,1,BC SCORE,7,0550,17,15,13, , , , 
2347582,1,BC SCORE,7,0693,17,04, , , , , 
2318119,1,BC SCORE,7,-009, , , , , , , 
2351992,1,BC SCORE,7,0720,04, , , , , , 
2351813,1,BC SCORE,7,0674,13,04, , , , , 
2352109,1,BC SCORE,7,0721,04, , , , , , 
2352167,1,BC SCORE,7,0572,28,21, , , , , 
2352209,1,BC SCORE,7,-008, , , , , , , 
2352342,1,BC SCORE,7,0680,17,16,28, , , , 
2352444,1,BC SCORE,7,0669,28,04, , , , , 
2352801,1,BC SCORE,7,0726,52, , , , , , 
2353215,1,BC SCORE,7,0650,17,16,28, , , , 
2353222,1,BC SCORE,7,-008, , , , , , , 
2353390,1,BC SCORE,7,0582,21, , , , , , 
2353350,1,BC SCORE,7,0693,04, , , , , , 
2353407,1,BC SCORE,7,0656,04,18, , , , , 
2353539,1,BC SCORE,7,0724,04,28, , , , , 
2354184,1,BC SCORE,7,-009, , , , , , , 
2354170,1,BC SCORE,7,0703,21,04, , , , , 
2354419,1,BC SCORE,7,0693,21,15,04, , , , 
2340836,1,BC SCORE,7,0697,18, , , , , , 
2377486,1,BC SCORE,7,0704,17,04, , , , , 
2348187,1,BC SCORE,7,0681,28, , , , , , 
2377921,1,BC SCORE,7,0637,15,05,28, , , , 
2377979,1,BC SCORE,7,0698,15,04,28, , , , 
2377964,1,BC SCORE,7,0653,17,21,16, , , , 
2377983,1,BC SCORE,7,0720,04, , , , , , 
2378306,1,BC SCORE,7,0701,56, , , , , , 
2378282,1,BC SCORE,7,0677,09,16,31, , , , 
2378349,1,BC SCORE,7,0645,21,15,29, , , , 
2378384,1,BC SCORE,7,0720,04, , , , , , 
2378657,1,BC SCORE,7,0572,28,21, , , , , 
2378412,1,BC SCORE,7,0664,17,15,28, , , , 
2378855,1,BC SCORE,7,0654,28,04, , , , , 
2378937,1,BC SCORE,7,-008, , , , , , , 
2378951,1,BC SCORE,7,0651,28,15,32, , , , 
2379165,1,BC SCORE,7,0716,04,28, , , , , 
2379409,1,BC SCORE,7,0654,13, , , , , , 
2379426,1,BC SCORE,7,0713,15,04, , , , , 
2379503,1,BC SCORE,7,0721,04, , , , , , 
2343259,1,BC SCORE,7,0567,17,31,32, , , , 
2379820,1,BC SCORE,7,0631,28,17,16, , , , 
2379835,1,BC SCORE,7,0707,29,04,28, , , , 
2379982,1,BC SCORE,7,0679,15, , , , , , 
2380040,1,BC SCORE,7,0711,57, , , , , , 
2380054,1,BC SCORE,7,0714,04, , , , , , 
2380108,1,BC SCORE,7,0662,17,28,31, , , , 
2380645,1,BC SCORE,7,0571,09,17,05, , , , 
2380647,1,BC SCORE,7,0644,15,21,16, , , , 
2379676,1,BC SCORE,7,0707,16,04, , , , , 
2310962,1,BC SCORE,7,0695,18, , , , , , 
2380965,1,BC SCORE,7,0708,56, , , , , , 
2381486,1,BC SCORE,7,0643,17,21,31, , , , 
2381187,1,BC SCORE,7,0695,57, , , , , , 
2381228,1,BC SCORE,7,0662,28,05, , , , , 
2381562,1,BC SCORE,7,-008, , , , , , , 
